id,Grievance Title,Detailed Description,Category,Priority Level,Location / Ward No,Department,Status,Date Submitted,Predicted Category,Predicted Priority,Confidence Score,Attachment Name,Internal Notes
SYN-E8BB9D78,"Waste Management Issue at Sector 10, Heritage Colony - 103","Biomedical waste found dumped in the residential area of Sector 10, Heritage Colony.",Waste Management,High,"Sector 10, Heritage Colony",Sanitation Department,Resolved,2025-06-24,Waste Management,High,0.9,evidence_438.jpg,Assigned to Sanitation Department team.
SYN-ECB166EF,"Sanitation Issue at Ward 4, Central Zone - 320","Illegal dumping of construction waste in Ward 4, Central Zone.",Sanitation,Medium,"Ward 4, Central Zone",Municipal Corporation,Escalated,2025-03-31,Sanitation,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-3A5F948F,"Sanitation Issue at Garden City, Phase 5 - 833","Public toilets in Garden City, Phase 5 are extremely dirty and unusable.",Sanitation,Medium,"Garden City, Phase 5",Municipal Corporation,Resolved,2025-03-29,Sanitation,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-CCA43D8D,"Roads & Infrastructure Issue at Ward 10, Central Zone - 988","Street pavement broken near Ward 10, Central Zone.",Roads & Infrastructure,Urgent,"Ward 10, Central Zone",Urban Development Authority,Escalated,2026-01-23,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-0F23FECB,"Drainage Issue at Garden City, Phase 4 - 204","Main drain choked with plastic waste near Garden City, Phase 4.",Drainage,Medium,"Garden City, Phase 4",Municipal Corporation,New,2025-09-05,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-9A773DE2,"Education Issue at Ward 10, Central Zone - 246","Shortage of teaching staff for 21 semesters in Ward 10, Central Zone.",Education,Medium,"Ward 10, Central Zone",Education Department,New,2025-08-29,Education,Medium,0.9,evidence_443.jpg,Assigned to Education Department team.
SYN-C6F12A82,"Waste Management Issue at Ward 7, Central Zone - 544","Biomedical waste found dumped in the residential area of Ward 7, Central Zone.",Waste Management,High,"Ward 7, Central Zone",Municipal Corporation,Resolved,2025-12-11,Waste Management,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-6D3BD4E2,"Street Lighting Issue at Ward 1, Central Zone - 920","Flickering street light causing disturbance in Ward 1, Central Zone.",Street Lighting,Urgent,"Ward 1, Central Zone",Municipal Corporation,In Progress,2025-07-12,Street Lighting,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-252286B0,"Waste Management Issue at Ward 8, Central Zone - 470","Open garbage bin overflowing and spreading disease in Ward 8, Central Zone.",Waste Management,Urgent,"Ward 8, Central Zone",Sanitation Department,In Progress,2025-03-18,Waste Management,Urgent,0.9,nan,Assigned to Sanitation Department team.
SYN-8CCD39CA,"Drainage Issue at Sector 18, Heritage Colony - 979","Main drain choked with plastic waste near Sector 18, Heritage Colony.",Drainage,Medium,"Sector 18, Heritage Colony",Public Works Department (PWD),Resolved,2025-08-18,Drainage,Medium,0.9,evidence_447.jpg,Assigned to Public Works Department (PWD) team.
SYN-EFC57822,"Education Issue at Sector 14, Heritage Colony - 547","Illegal encroachments near the playground of Sector 14, Heritage Colony school.",Education,High,"Sector 14, Heritage Colony",Urban Development Authority,In Progress,2025-08-05,Education,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-98D308A8,"Public Safety Issue at Sector 15, Heritage Colony - 614","Increase in petty thefts reported in Sector 15, Heritage Colony after 9 PM.",Public Safety,High,"Sector 15, Heritage Colony",Municipal Corporation,Resolved,2025-10-07,Public Safety,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-F04FCCF5,"Education Issue at Sector 10, Heritage Colony - 475","Shortage of teaching staff for 8 semesters in Sector 10, Heritage Colony.",Education,Low,"Sector 10, Heritage Colony",Education Department,Resolved,2026-01-21,Education,Low,0.9,nan,Assigned to Education Department team.
SYN-71FB9057,"Sanitation Issue at Ward 8, Central Zone - 513","Drainage blockage causing water logging in Ward 8, Central Zone.",Sanitation,Medium,"Ward 8, Central Zone",Health & Family Welfare,New,2025-05-16,Sanitation,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-291A5204,"Sanitation Issue at Sector 17, Heritage Colony - 265","Illegal dumping of construction waste in Sector 17, Heritage Colony.",Sanitation,Urgent,"Sector 17, Heritage Colony",Municipal Corporation,In Progress,2026-01-01,Sanitation,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-D1048583,"Waste Management Issue at Sector 12, Heritage Colony - 227","Open garbage bin overflowing and spreading disease in Sector 12, Heritage Colony.",Waste Management,Medium,"Sector 12, Heritage Colony",Municipal Corporation,New,2025-04-28,Waste Management,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-D0E9A6AD,"Water Supply Issue at Sector 14, Heritage Colony - 257","Low pressure water being received at Sector 14, Heritage Colony.",Water Supply,Low,"Sector 14, Heritage Colony",Public Works Department (PWD),Resolved,2025-10-05,Water Supply,Low,0.9,evidence_454.jpg,Assigned to Public Works Department (PWD) team.
SYN-19C51840,"Education Issue at Sector 10, Heritage Colony - 993","Lack of pure drinking water facilities in Sector 10, Heritage Colony primary school.",Education,High,"Sector 10, Heritage Colony",Urban Development Authority,Escalated,2025-07-06,Education,High,0.9,evidence_455.jpg,Assigned to Urban Development Authority team.
SYN-64F303EE,"Waste Management Issue at Garden City, Phase 1 - 880","Garbage collection truck hasn't visited Garden City, Phase 1 for a week.",Waste Management,Urgent,"Garden City, Phase 1",Municipal Corporation,In Progress,2025-07-02,Waste Management,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-66AE943E,"Waste Management Issue at Sector 19, Heritage Colony - 739","Garbage collection truck hasn't visited Sector 19, Heritage Colony for a week.",Waste Management,Low,"Sector 19, Heritage Colony",Municipal Corporation,Escalated,2025-10-06,Waste Management,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-CD1E9226,"Public Safety Issue at Ward 2, Central Zone - 177","Increase in petty thefts reported in Ward 2, Central Zone after 9 PM.",Public Safety,Urgent,"Ward 2, Central Zone",Police Department,In Progress,2025-04-27,Public Safety,Urgent,0.9,nan,Assigned to Police Department team.
SYN-D9649657,"Street Lighting Issue at Ward 3, Central Zone - 887","Dark spots on the road due to non-functional lights in Ward 3, Central Zone.",Street Lighting,High,"Ward 3, Central Zone",Electricity Board,Resolved,2025-04-16,Street Lighting,High,0.9,nan,Assigned to Electricity Board team.
SYN-882A3A54,"Sanitation Issue at Ward 4, Central Zone - 552","Public toilets in Ward 4, Central Zone are extremely dirty and unusable.",Sanitation,High,"Ward 4, Central Zone",Health & Family Welfare,New,2025-11-10,Sanitation,High,0.9,evidence_460.jpg,Assigned to Health & Family Welfare team.
SYN-8A38FAD8,"Drainage Issue at Sector 12, Heritage Colony - 873","Monsoon preparation for cleaning drains not started in Sector 12, Heritage Colony.",Drainage,High,"Sector 12, Heritage Colony",Municipal Corporation,New,2025-09-18,Drainage,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-659E8704,"Street Lighting Issue at Ward 2, Central Zone - 286","New street light poles installed but not connected in Ward 2, Central Zone.",Street Lighting,Low,"Ward 2, Central Zone",Electricity Board,Resolved,2025-09-05,Street Lighting,Low,0.9,evidence_462.jpg,Assigned to Electricity Board team.
SYN-B1C15C8A,"Street Lighting Issue at Sector 18, Heritage Colony - 857","Flickering street light causing disturbance in Sector 18, Heritage Colony.",Street Lighting,Urgent,"Sector 18, Heritage Colony",Electricity Board,Escalated,2025-10-17,Street Lighting,Urgent,0.9,nan,Assigned to Electricity Board team.
SYN-AD263280,"Roads & Infrastructure Issue at Sector 17, Heritage Colony - 800","Street pavement broken near Sector 17, Heritage Colony.",Roads & Infrastructure,Low,"Sector 17, Heritage Colony",Public Works Department (PWD),Resolved,2025-03-18,Roads & Infrastructure,Low,0.9,evidence_464.jpg,Assigned to Public Works Department (PWD) team.
SYN-EA7A6393,"Drainage Issue at Ward 2, Central Zone - 397","Monsoon preparation for cleaning drains not started in Ward 2, Central Zone.",Drainage,Low,"Ward 2, Central Zone",Public Works Department (PWD),Escalated,2025-12-20,Drainage,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-2562F343,"Waste Management Issue at Sector 15, Heritage Colony - 911","Illegal burning of waste in the open area of Sector 15, Heritage Colony.",Waste Management,Urgent,"Sector 15, Heritage Colony",Sanitation Department,Escalated,2025-10-04,Waste Management,Urgent,0.9,nan,Assigned to Sanitation Department team.
SYN-5FDEF16F,"Roads & Infrastructure Issue at Ward 2, Central Zone - 562","Street pavement broken near Ward 2, Central Zone.",Roads & Infrastructure,Low,"Ward 2, Central Zone",Urban Development Authority,Escalated,2025-07-24,Roads & Infrastructure,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-E8767A78,"Waste Management Issue at Ward 2, Central Zone - 889","Illegal burning of waste in the open area of Ward 2, Central Zone.",Waste Management,Medium,"Ward 2, Central Zone",Municipal Corporation,New,2025-05-04,Waste Management,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-7E13D70B,"Drainage Issue at Ward 7, Central Zone - 142","Main drain choked with plastic waste near Ward 7, Central Zone.",Drainage,Medium,"Ward 7, Central Zone",Municipal Corporation,In Progress,2025-09-30,Drainage,Medium,0.9,evidence_469.jpg,Assigned to Municipal Corporation team.
SYN-49227545,"Water Supply Issue at Garden City, Phase 5 - 609","Continuous leakage in the main pipeline near Garden City, Phase 5.",Water Supply,Medium,"Garden City, Phase 5",Public Works Department (PWD),New,2026-02-01,Water Supply,Medium,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-A8611F41,"Healthcare Issue at Garden City, Phase 5 - 882","Unsanitary conditions in the ward area of Garden City, Phase 5 hospital.",Healthcare,Medium,"Garden City, Phase 5",Municipal Corporation,Resolved,2025-03-14,Healthcare,Medium,0.9,evidence_471.jpg,Assigned to Municipal Corporation team.
SYN-5683B65B,"Healthcare Issue at Ward 2, Central Zone - 709","Government clinic in Ward 2, Central Zone lacks basic medicines.",Healthcare,Urgent,"Ward 2, Central Zone",Health & Family Welfare,Resolved,2025-05-07,Healthcare,Urgent,0.9,nan,Assigned to Health & Family Welfare team.
SYN-DFA1EDAC,"Roads & Infrastructure Issue at Ward 4, Central Zone - 436","Street pavement broken near Ward 4, Central Zone.",Roads & Infrastructure,Urgent,"Ward 4, Central Zone",Public Works Department (PWD),Resolved,2025-08-15,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-0FCB0F12,"Drainage Issue at Sector 18, Heritage Colony - 832","Main drain choked with plastic waste near Sector 18, Heritage Colony.",Drainage,Urgent,"Sector 18, Heritage Colony",Public Works Department (PWD),Escalated,2026-02-16,Drainage,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-D23C5B75,"Public Safety Issue at Sector 15, Heritage Colony - 274","Illegal parking blocking emergency exits in Sector 15, Heritage Colony.",Public Safety,Low,"Sector 15, Heritage Colony",Municipal Corporation,New,2025-10-09,Public Safety,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-0B45A5F4,"Public Safety Issue at Garden City, Phase 5 - 517","Lack of police patrolling observed during night in Garden City, Phase 5.",Public Safety,Low,"Garden City, Phase 5",Municipal Corporation,New,2025-06-10,Public Safety,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-59C0E2F2,"Healthcare Issue at Sector 14, Heritage Colony - 149","Unsanitary conditions in the ward area of Sector 14, Heritage Colony hospital.",Healthcare,High,"Sector 14, Heritage Colony",Health & Family Welfare,Escalated,2025-08-10,Healthcare,High,0.9,nan,Assigned to Health & Family Welfare team.
SYN-98A9CE43,"Water Supply Issue at Sector 16, Heritage Colony - 500","Contaminated water with foul smell reported at Sector 16, Heritage Colony.",Water Supply,Low,"Sector 16, Heritage Colony",Municipal Corporation,Resolved,2025-08-26,Water Supply,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-BCA35A71,"Education Issue at Garden City, Phase 4 - 976","Lack of pure drinking water facilities in Garden City, Phase 4 primary school.",Education,High,"Garden City, Phase 4",Urban Development Authority,In Progress,2025-06-05,Education,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-57BDC35D,"Drainage Issue at Ward 2, Central Zone - 863","Stinking smell from the open drain in Ward 2, Central Zone.",Drainage,High,"Ward 2, Central Zone",Public Works Department (PWD),In Progress,2025-04-12,Drainage,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-C1E220D9,"Sanitation Issue at Sector 13, Heritage Colony - 117","Public toilets in Sector 13, Heritage Colony are extremely dirty and unusable.",Sanitation,High,"Sector 13, Heritage Colony",Municipal Corporation,New,2025-07-30,Sanitation,High,0.9,evidence_481.jpg,Assigned to Municipal Corporation team.
SYN-3475AEF6,"Public Safety Issue at Sector 15, Heritage Colony - 404","Lack of police patrolling observed during night in Sector 15, Heritage Colony.",Public Safety,Urgent,"Sector 15, Heritage Colony",Municipal Corporation,Resolved,2026-02-05,Public Safety,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-5A33D452,"Water Supply Issue at Garden City, Phase 1 - 945","Low pressure water being received at Garden City, Phase 1.",Water Supply,High,"Garden City, Phase 1",Public Works Department (PWD),Resolved,2026-02-24,Water Supply,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-BC92F618,"Water Supply Issue at Ward 8, Central Zone - 234","Low pressure water being received at Ward 8, Central Zone.",Water Supply,High,"Ward 8, Central Zone",Public Works Department (PWD),In Progress,2025-05-09,Water Supply,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-0BC9327D,"Street Lighting Issue at Sector 11, Heritage Colony - 319","Dark spots on the road due to non-functional lights in Sector 11, Heritage Colony.",Street Lighting,High,"Sector 11, Heritage Colony",Municipal Corporation,Resolved,2025-08-05,Street Lighting,High,0.9,evidence_485.jpg,Assigned to Municipal Corporation team.
SYN-5E8EF99C,"Street Lighting Issue at Sector 19, Heritage Colony - 951","Street lights not working for 36 nights in Sector 19, Heritage Colony.",Street Lighting,Low,"Sector 19, Heritage Colony",Municipal Corporation,In Progress,2026-02-27,Street Lighting,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-91EBC23A,"Waste Management Issue at Ward 4, Central Zone - 782","Garbage collection truck hasn't visited Ward 4, Central Zone for a week.",Waste Management,High,"Ward 4, Central Zone",Sanitation Department,In Progress,2025-06-13,Waste Management,High,0.9,nan,Assigned to Sanitation Department team.
SYN-EF6BFC05,"Water Supply Issue at Ward 4, Central Zone - 804","Continuous leakage in the main pipeline near Ward 4, Central Zone.",Water Supply,Low,"Ward 4, Central Zone",Public Works Department (PWD),Resolved,2025-09-22,Water Supply,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-074A6DE1,"Water Supply Issue at Garden City, Phase 3 - 195","Contaminated water with foul smell reported at Garden City, Phase 3.",Water Supply,Low,"Garden City, Phase 3",Municipal Corporation,Escalated,2025-08-21,Water Supply,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-92655B14,"Healthcare Issue at Garden City, Phase 4 - 558","Unsanitary conditions in the ward area of Garden City, Phase 4 hospital.",Healthcare,High,"Garden City, Phase 4",Health & Family Welfare,In Progress,2026-01-21,Healthcare,High,0.9,evidence_490.jpg,Assigned to Health & Family Welfare team.
SYN-DE7F86AB,"Waste Management Issue at Sector 19, Heritage Colony - 135","Biomedical waste found dumped in the residential area of Sector 19, Heritage Colony.",Waste Management,Urgent,"Sector 19, Heritage Colony",Sanitation Department,Escalated,2025-06-23,Waste Management,Urgent,0.9,evidence_491.jpg,Assigned to Sanitation Department team.
SYN-EA3B6190,"Sanitation Issue at Sector 11, Heritage Colony - 488","Illegal dumping of construction waste in Sector 11, Heritage Colony.",Sanitation,Low,"Sector 11, Heritage Colony",Health & Family Welfare,New,2026-02-01,Sanitation,Low,0.9,evidence_492.jpg,Assigned to Health & Family Welfare team.
SYN-9CD06550,"Sanitation Issue at Sector 13, Heritage Colony - 158","Public toilets in Sector 13, Heritage Colony are extremely dirty and unusable.",Sanitation,Urgent,"Sector 13, Heritage Colony",Municipal Corporation,In Progress,2025-09-23,Sanitation,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-C92C19C5,"Water Supply Issue at Ward 2, Central Zone - 672","No water supply for the last 5 days in Ward 2, Central Zone.",Water Supply,Urgent,"Ward 2, Central Zone",Municipal Corporation,New,2025-12-16,Water Supply,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-62C09239,"Waste Management Issue at Ward 5, Central Zone - 913","Illegal burning of waste in the open area of Ward 5, Central Zone.",Waste Management,Medium,"Ward 5, Central Zone",Municipal Corporation,New,2025-10-05,Waste Management,Medium,0.9,evidence_495.jpg,Assigned to Municipal Corporation team.
SYN-C401B1DD,"Public Safety Issue at Sector 19, Heritage Colony - 507","Stray animal menace in the parks of Sector 19, Heritage Colony.",Public Safety,Urgent,"Sector 19, Heritage Colony",Police Department,Escalated,2025-05-06,Public Safety,Urgent,0.9,nan,Assigned to Police Department team.
SYN-F00930C0,"Drainage Issue at Garden City, Phase 5 - 600","Monsoon preparation for cleaning drains not started in Garden City, Phase 5.",Drainage,Low,"Garden City, Phase 5",Public Works Department (PWD),In Progress,2025-10-28,Drainage,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-740220A3,"Sanitation Issue at Garden City, Phase 5 - 816","Illegal dumping of construction waste in Garden City, Phase 5.",Sanitation,Low,"Garden City, Phase 5",Municipal Corporation,In Progress,2025-08-01,Sanitation,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-FC0CAE92,"Electricity Issue at Garden City, Phase 5 - 246","Electricity bill incorrectly calculated for Garden City, Phase 5.",Electricity,Low,"Garden City, Phase 5",Electricity Board,Escalated,2025-06-19,Electricity,Low,0.9,nan,Assigned to Electricity Board team.
SYN-20AE0FC7,"Public Safety Issue at Sector 14, Heritage Colony - 822","Increase in petty thefts reported in Sector 14, Heritage Colony after 9 PM.",Public Safety,Medium,"Sector 14, Heritage Colony",Municipal Corporation,New,2026-01-24,Public Safety,Medium,0.9,evidence_500.jpg,Assigned to Municipal Corporation team.
SYN-0A31285A,"Waste Management Issue at Sector 13, Heritage Colony - 888","Garbage collection truck hasn't visited Sector 13, Heritage Colony for a week.",Waste Management,Medium,"Sector 13, Heritage Colony",Municipal Corporation,Resolved,2025-03-27,Waste Management,Medium,0.9,evidence_501.jpg,Assigned to Municipal Corporation team.
SYN-5D9211BA,"Street Lighting Issue at Garden City, Phase 5 - 568","Flickering street light causing disturbance in Garden City, Phase 5.",Street Lighting,Medium,"Garden City, Phase 5",Electricity Board,Resolved,2025-11-03,Street Lighting,Medium,0.9,nan,Assigned to Electricity Board team.
SYN-98FFB085,"Water Supply Issue at Garden City, Phase 2 - 537","Low pressure water being received at Garden City, Phase 2.",Water Supply,Urgent,"Garden City, Phase 2",Public Works Department (PWD),Escalated,2025-07-05,Water Supply,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-B5687232,"Education Issue at Sector 17, Heritage Colony - 461","Illegal encroachments near the playground of Sector 17, Heritage Colony school.",Education,High,"Sector 17, Heritage Colony",Urban Development Authority,Escalated,2025-03-24,Education,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-FC3B1D5B,"Waste Management Issue at Sector 10, Heritage Colony - 917","Garbage collection truck hasn't visited Sector 10, Heritage Colony for a week.",Waste Management,Urgent,"Sector 10, Heritage Colony",Sanitation Department,Escalated,2025-11-14,Waste Management,Urgent,0.9,evidence_505.jpg,Assigned to Sanitation Department team.
SYN-9FE8D63A,"Waste Management Issue at Ward 1, Central Zone - 660","Garbage collection truck hasn't visited Ward 1, Central Zone for a week.",Waste Management,Low,"Ward 1, Central Zone",Sanitation Department,Escalated,2025-11-26,Waste Management,Low,0.9,evidence_506.jpg,Assigned to Sanitation Department team.
SYN-F38C475B,"Electricity Issue at Sector 12, Heritage Colony - 135","Frequent power cuts without notice in Sector 12, Heritage Colony.",Electricity,Low,"Sector 12, Heritage Colony",Electricity Board,In Progress,2025-08-12,Electricity,Low,0.9,nan,Assigned to Electricity Board team.
SYN-DD804CED,"Drainage Issue at Ward 2, Central Zone - 155","Stinking smell from the open drain in Ward 2, Central Zone.",Drainage,Low,"Ward 2, Central Zone",Public Works Department (PWD),Resolved,2026-02-15,Drainage,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-65F60AF1,"Water Supply Issue at Ward 9, Central Zone - 941","Continuous leakage in the main pipeline near Ward 9, Central Zone.",Water Supply,High,"Ward 9, Central Zone",Public Works Department (PWD),In Progress,2025-08-25,Water Supply,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-067D4760,"Electricity Issue at Ward 7, Central Zone - 952","Electricity bill incorrectly calculated for Ward 7, Central Zone.",Electricity,High,"Ward 7, Central Zone",Urban Development Authority,New,2026-01-20,Electricity,High,0.9,evidence_510.jpg,Assigned to Urban Development Authority team.
SYN-38492633,"Water Supply Issue at Ward 3, Central Zone - 826","Continuous leakage in the main pipeline near Ward 3, Central Zone.",Water Supply,Low,"Ward 3, Central Zone",Municipal Corporation,In Progress,2025-07-27,Water Supply,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-C57FB1D1,"Drainage Issue at Sector 14, Heritage Colony - 378","Drain cover missing, posing a risk to children in Sector 14, Heritage Colony.",Drainage,Medium,"Sector 14, Heritage Colony",Public Works Department (PWD),In Progress,2025-07-31,Drainage,Medium,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-504E233C,"Water Supply Issue at Ward 3, Central Zone - 359","No water supply for the last 25 days in Ward 3, Central Zone.",Water Supply,Low,"Ward 3, Central Zone",Municipal Corporation,New,2025-06-14,Water Supply,Low,0.9,evidence_513.jpg,Assigned to Municipal Corporation team.
SYN-D77E75A2,"Public Safety Issue at Sector 10, Heritage Colony - 728","Lack of police patrolling observed during night in Sector 10, Heritage Colony.",Public Safety,High,"Sector 10, Heritage Colony",Police Department,Escalated,2025-05-17,Public Safety,High,0.9,evidence_514.jpg,Assigned to Police Department team.
SYN-E2CFF538,"Drainage Issue at Ward 6, Central Zone - 817","Monsoon preparation for cleaning drains not started in Ward 6, Central Zone.",Drainage,Medium,"Ward 6, Central Zone",Public Works Department (PWD),Resolved,2025-05-04,Drainage,Medium,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-D5DDF436,"Waste Management Issue at Sector 12, Heritage Colony - 730","Illegal burning of waste in the open area of Sector 12, Heritage Colony.",Waste Management,Low,"Sector 12, Heritage Colony",Municipal Corporation,Escalated,2025-07-21,Waste Management,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-B7A959CC,"Water Supply Issue at Ward 5, Central Zone - 138","Continuous leakage in the main pipeline near Ward 5, Central Zone.",Water Supply,Low,"Ward 5, Central Zone",Public Works Department (PWD),Escalated,2025-05-14,Water Supply,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-52BE57CF,"Healthcare Issue at Ward 8, Central Zone - 118","Government clinic in Ward 8, Central Zone lacks basic medicines.",Healthcare,Medium,"Ward 8, Central Zone",Municipal Corporation,Escalated,2025-12-17,Healthcare,Medium,0.9,evidence_518.jpg,Assigned to Municipal Corporation team.
SYN-28DB8A32,"Healthcare Issue at Ward 8, Central Zone - 399","Unsanitary conditions in the ward area of Ward 8, Central Zone hospital.",Healthcare,Urgent,"Ward 8, Central Zone",Municipal Corporation,Resolved,2025-03-05,Healthcare,Urgent,0.9,evidence_519.jpg,Assigned to Municipal Corporation team.
SYN-8ED42881,"Waste Management Issue at Sector 10, Heritage Colony - 838","Garbage collection truck hasn't visited Sector 10, Heritage Colony for a week.",Waste Management,Medium,"Sector 10, Heritage Colony",Municipal Corporation,New,2025-03-22,Waste Management,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-9BF4C1CD,"Waste Management Issue at Sector 19, Heritage Colony - 895","Garbage collection truck hasn't visited Sector 19, Heritage Colony for a week.",Waste Management,Urgent,"Sector 19, Heritage Colony",Municipal Corporation,In Progress,2025-05-28,Waste Management,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-FB923D61,"Water Supply Issue at Sector 15, Heritage Colony - 836","Continuous leakage in the main pipeline near Sector 15, Heritage Colony.",Water Supply,Low,"Sector 15, Heritage Colony",Municipal Corporation,Escalated,2025-09-09,Water Supply,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-EA5DD272,"Waste Management Issue at Sector 18, Heritage Colony - 568","Open garbage bin overflowing and spreading disease in Sector 18, Heritage Colony.",Waste Management,Urgent,"Sector 18, Heritage Colony",Sanitation Department,New,2025-06-08,Waste Management,Urgent,0.9,evidence_523.jpg,Assigned to Sanitation Department team.
SYN-9D6F3A69,"Waste Management Issue at Ward 2, Central Zone - 257","Open garbage bin overflowing and spreading disease in Ward 2, Central Zone.",Waste Management,Low,"Ward 2, Central Zone",Municipal Corporation,Escalated,2025-03-04,Waste Management,Low,0.9,evidence_524.jpg,Assigned to Municipal Corporation team.
SYN-957A5A89,"Drainage Issue at Garden City, Phase 4 - 568","Monsoon preparation for cleaning drains not started in Garden City, Phase 4.",Drainage,Low,"Garden City, Phase 4",Municipal Corporation,In Progress,2025-11-25,Drainage,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-6C37682A,"Street Lighting Issue at Sector 17, Heritage Colony - 456","Flickering street light causing disturbance in Sector 17, Heritage Colony.",Street Lighting,Medium,"Sector 17, Heritage Colony",Municipal Corporation,In Progress,2026-02-09,Street Lighting,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-C80C6053,"Public Safety Issue at Ward 6, Central Zone - 737","Illegal parking blocking emergency exits in Ward 6, Central Zone.",Public Safety,Low,"Ward 6, Central Zone",Municipal Corporation,In Progress,2025-04-18,Public Safety,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-7D9479B0,"Drainage Issue at Ward 6, Central Zone - 813","Monsoon preparation for cleaning drains not started in Ward 6, Central Zone.",Drainage,Low,"Ward 6, Central Zone",Municipal Corporation,Escalated,2025-11-06,Drainage,Low,0.9,evidence_528.jpg,Assigned to Municipal Corporation team.
SYN-B6DB65DA,"Waste Management Issue at Sector 15, Heritage Colony - 235","Biomedical waste found dumped in the residential area of Sector 15, Heritage Colony.",Waste Management,High,"Sector 15, Heritage Colony",Municipal Corporation,New,2025-03-09,Waste Management,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-979B0887,"Water Supply Issue at Ward 1, Central Zone - 925","Continuous leakage in the main pipeline near Ward 1, Central Zone.",Water Supply,High,"Ward 1, Central Zone",Municipal Corporation,Resolved,2026-01-17,Water Supply,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-F1CEA2A7,"Education Issue at Ward 6, Central Zone - 509","Shortage of teaching staff for 23 semesters in Ward 6, Central Zone.",Education,Urgent,"Ward 6, Central Zone",Education Department,Escalated,2026-01-27,Education,Urgent,0.9,nan,Assigned to Education Department team.
SYN-3378A433,"Street Lighting Issue at Ward 4, Central Zone - 534","Dark spots on the road due to non-functional lights in Ward 4, Central Zone.",Street Lighting,High,"Ward 4, Central Zone",Electricity Board,New,2025-11-30,Street Lighting,High,0.9,evidence_532.jpg,Assigned to Electricity Board team.
SYN-F4408335,"Street Lighting Issue at Garden City, Phase 3 - 325","New street light poles installed but not connected in Garden City, Phase 3.",Street Lighting,Medium,"Garden City, Phase 3",Electricity Board,In Progress,2025-06-11,Street Lighting,Medium,0.9,evidence_533.jpg,Assigned to Electricity Board team.
SYN-69A12DE1,"Sanitation Issue at Ward 2, Central Zone - 668","Illegal dumping of construction waste in Ward 2, Central Zone.",Sanitation,Low,"Ward 2, Central Zone",Municipal Corporation,New,2025-05-26,Sanitation,Low,0.9,evidence_534.jpg,Assigned to Municipal Corporation team.
